Chromosome,Map_Type,Position_cM,Position_bp,Group
5,XinJiang DaYe,176.53,73590700,NotImp
5,XinJiang DaYe,181.25,73782172,NotImp
5,XinJiang DaYe,181.25,73782180,NotImp
5,XinJiang DaYe,184.14,73855060,NotImp
5,XinJiang DaYe,184.14,73860617,NotImp
5,XinJiang DaYe,184.14,73940526,NotImp
5,XinJiang DaYe,184.96,73940723,NotImp
5,XinJiang DaYe,187.36,73940724,NotImp
5,XinJiang DaYe,187.36,74007710,NotImp
5,XinJiang DaYe,187.94,74007735,NotImp
5,XinJiang DaYe,189.31,75190218,NotImp
5,XinJiang DaYe,189.31,75409662,NotImp
5,XinJiang DaYe,191.56,75835953,NotImp
5,XinJiang DaYe,191.56,75866671,NotImp
5,XinJiang DaYe,193.61,75925960,NotImp
5,XinJiang DaYe,193.61,76396917,NotImp
5,XinJiang DaYe,193.61,76493457,NotImp
5,XinJiang DaYe,194.36,76503657,NotImp
5,XinJiang DaYe,194.68,76509047,NotImp
5,XinJiang DaYe,196.05,76673627,NotImp
5,XinJiang DaYe,196.05,76803311,NotImp
5,XinJiang DaYe,196.7,77384982,NotImp
5,XinJiang DaYe,196.7,77732255,NotImp
5,XinJiang DaYe,196.71,77971516,NotImp
5,XinJiang DaYe,196.71,78325109,NotImp
5,XinJiang DaYe,196.71,80341814,NotImp
5,XinJiang DaYe,196.71,80342069,NotImp
6,XinJiang DaYe,0,66001,NotImp
6,XinJiang DaYe,31.65,68444,NotImp
6,XinJiang DaYe,31.65,92263,NotImp
6,XinJiang DaYe,42.14,245171,NotImp
6,XinJiang DaYe,42.14,766129,NotImp
6,XinJiang DaYe,42.14,922081,NotImp
6,XinJiang DaYe,42.14,922126,NotImp
6,XinJiang DaYe,42.15,923938,NotImp
6,XinJiang DaYe,42.15,923946,NotImp
6,XinJiang DaYe,42.15,923977,NotImp
6,XinJiang DaYe,42.15,923980,NotImp
6,XinJiang DaYe,42.15,924115,NotImp
6,XinJiang DaYe,42.15,1006342,NotImp
6,XinJiang DaYe,42.15,1014888,NotImp
6,XinJiang DaYe,42.15,1062515,NotImp
6,XinJiang DaYe,42.15,1071700,NotImp
6,XinJiang DaYe,42.79,1071786,NotImp
6,XinJiang DaYe,42.8,1071791,NotImp
6,XinJiang DaYe,42.8,1071799,NotImp
6,XinJiang DaYe,42.8,1071815,NotImp
6,XinJiang DaYe,42.8,1192301,NotImp
6,XinJiang DaYe,42.8,1289286,NotImp
6,XinJiang DaYe,42.8,1289337,NotImp
6,XinJiang DaYe,42.8,1289436,NotImp
6,XinJiang DaYe,42.8,1289499,NotImp
6,XinJiang DaYe,42.8,1409903,NotImp
6,XinJiang DaYe,42.8,1417088,NotImp
6,XinJiang DaYe,42.81,1483542,NotImp
6,XinJiang DaYe,42.81,1595949,NotImp
6,XinJiang DaYe,42.81,1982640,NotImp
6,XinJiang DaYe,44.37,2096039,NotImp
6,XinJiang DaYe,44.37,2227359,NotImp
6,XinJiang DaYe,44.37,2227363,NotImp
6,XinJiang DaYe,44.37,2227378,NotImp
6,XinJiang DaYe,44.37,2227471,NotImp
6,XinJiang DaYe,44.37,2227472,NotImp
6,XinJiang DaYe,44.37,2227526,NotImp
6,XinJiang DaYe,44.37,2925210,NotImp
6,XinJiang DaYe,44.72,3228189,NotImp
6,XinJiang DaYe,44.72,3268758,NotImp
6,XinJiang DaYe,45.26,3268801,NotImp
6,XinJiang DaYe,45.26,3620724,NotImp
6,XinJiang DaYe,45.26,3621581,NotImp
6,XinJiang DaYe,45.26,3839372,NotImp
6,XinJiang DaYe,45.27,3864153,NotImp
6,XinJiang DaYe,45.27,3918205,NotImp
6,XinJiang DaYe,45.27,3984785,NotImp
6,XinJiang DaYe,51.39,4241970,NotImp
6,XinJiang DaYe,51.39,4242120,NotImp
6,XinJiang DaYe,51.39,4790102,NotImp
6,XinJiang DaYe,51.98,5502999,NotImp
6,XinJiang DaYe,51.99,5503149,NotImp
6,XinJiang DaYe,51.99,5503232,NotImp
6,XinJiang DaYe,51.99,5571436,NotImp
6,XinJiang DaYe,51.99,5571614,NotImp
6,XinJiang DaYe,51.99,5772596,NotImp
6,XinJiang DaYe,51.99,5772599,NotImp
6,XinJiang DaYe,51.99,5772670,NotImp
6,XinJiang DaYe,52.19,6545661,NotImp
6,XinJiang DaYe,52.19,6675837,NotImp
6,XinJiang DaYe,52.19,6675990,NotImp
6,XinJiang DaYe,52.93,7007851,NotImp
6,XinJiang DaYe,52.93,7255201,NotImp
6,XinJiang DaYe,52.94,7320166,NotImp
6,XinJiang DaYe,52.94,7530522,NotImp
6,XinJiang DaYe,52.94,7530842,NotImp
6,XinJiang DaYe,54.26,7530857,NotImp
6,XinJiang DaYe,54.26,8519458,NotImp
6,XinJiang DaYe,54.26,9550005,NotImp
6,XinJiang DaYe,55.98,10069329,NotImp
6,XinJiang DaYe,55.98,10646563,NotImp
6,XinJiang DaYe,55.98,10646591,NotImp
6,XinJiang DaYe,56.56,11670414,NotImp
6,XinJiang DaYe,56.56,11670646,NotImp
6,XinJiang DaYe,56.56,12849438,NotImp
6,XinJiang DaYe,57.87,12849591,NotImp
6,XinJiang DaYe,59.2,12946945,NotImp
6,XinJiang DaYe,59.2,12946958,NotImp
6,XinJiang DaYe,59.21,12947000,NotImp
6,XinJiang DaYe,59.21,12947877,NotImp
6,XinJiang DaYe,59.74,12950633,NotImp
6,XinJiang DaYe,59.74,12950812,NotImp
6,XinJiang DaYe,60.37,13211043,NotImp
6,XinJiang DaYe,61.02,14426524,NotImp
6,XinJiang DaYe,61.02,14761729,NotImp
6,XinJiang DaYe,61.02,15021277,NotImp
6,XinJiang DaYe,61.02,16682654,NotImp
6,XinJiang DaYe,61.98,16682877,NotImp
6,XinJiang DaYe,61.98,16682888,NotImp
6,XinJiang DaYe,62.02,16683119,NotImp
6,XinJiang DaYe,62.4,18333006,NotImp
6,XinJiang DaYe,62.41,19255478,NotImp
6,XinJiang DaYe,67.38,19388327,NotImp
6,XinJiang DaYe,79.44,20462791,NotImp
6,XinJiang DaYe,83.77,20462802,NotImp
6,XinJiang DaYe,83.78,20462807,NotImp
6,XinJiang DaYe,87.96,20463002,NotImp
6,XinJiang DaYe,92.84,20463127,NotImp
6,XinJiang DaYe,92.84,20463145,NotImp
6,XinJiang DaYe,93.99,20463182,NotImp
6,XinJiang DaYe,93.99,20463220,NotImp
6,XinJiang DaYe,93.99,20463263,NotImp
6,XinJiang DaYe,94,20463266,NotImp
6,XinJiang DaYe,94,20463286,NotImp
6,XinJiang DaYe,94,20464368,NotImp
6,XinJiang DaYe,94,20464369,NotImp
6,XinJiang DaYe,94,20465092,NotImp
6,XinJiang DaYe,94,20465425,NotImp
6,XinJiang DaYe,94.33,21162355,NotImp
6,XinJiang DaYe,94.34,21162368,NotImp
6,XinJiang DaYe,103.97,22285635,NotImp
6,XinJiang DaYe,103.97,25677708,NotImp
6,XinJiang DaYe,103.97,25792644,NotImp
6,XinJiang DaYe,103.97,25792677,NotImp
6,XinJiang DaYe,104.47,27368295,NotImp
6,XinJiang DaYe,104.47,27368318,NotImp
6,XinJiang DaYe,104.47,27368322,NotImp
6,XinJiang DaYe,104.47,27368331,NotImp
6,XinJiang DaYe,104.49,27799691,NotImp
6,XinJiang DaYe,116.04,27799879,NotImp
6,XinJiang DaYe,116.04,27799880,NotImp
6,XinJiang DaYe,116.04,27942815,NotImp
6,XinJiang DaYe,130.99,27950195,NotImp
6,XinJiang DaYe,131,27950209,NotImp
6,XinJiang DaYe,131,27950214,NotImp
6,XinJiang DaYe,132.01,27950227,NotImp
6,XinJiang DaYe,132.02,27950230,NotImp
6,XinJiang DaYe,154.28,29160386,NotImp
6,XinJiang DaYe,154.57,29175873,NotImp
6,XinJiang DaYe,154.57,29176098,NotImp
6,XinJiang DaYe,154.57,29498823,NotImp
6,XinJiang DaYe,154.57,29498945,NotImp
6,XinJiang DaYe,154.57,29814086,NotImp
6,XinJiang DaYe,154.57,29814096,NotImp
6,XinJiang DaYe,154.57,29815835,NotImp
6,XinJiang DaYe,154.58,29815863,NotImp
6,XinJiang DaYe,154.58,29815911,NotImp
6,XinJiang DaYe,155.06,30392109,NotImp
6,XinJiang DaYe,155.06,35950601,NotImp
6,XinJiang DaYe,155.06,35950617,NotImp
6,XinJiang DaYe,155.06,35993533,NotImp
6,XinJiang DaYe,155.7,38333352,NotImp
6,XinJiang DaYe,167.87,39867047,NotImp
6,XinJiang DaYe,167.87,41186175,NotImp
6,XinJiang DaYe,167.87,41186240,NotImp
6,XinJiang DaYe,167.92,41222679,NotImp
6,XinJiang DaYe,167.92,42178875,NotImp
6,XinJiang DaYe,167.92,42178887,NotImp
6,XinJiang DaYe,167.92,42178892,NotImp
6,XinJiang DaYe,167.92,42178944,NotImp
6,XinJiang DaYe,167.92,42178945,NotImp
6,XinJiang DaYe,167.92,42178946,NotImp
6,XinJiang DaYe,167.92,42843226,NotImp
6,XinJiang DaYe,167.92,43596799,NotImp
6,XinJiang DaYe,167.93,43596821,NotImp
6,XinJiang DaYe,168.05,43596885,NotImp
6,XinJiang DaYe,168.21,43596968,NotImp
6,XinJiang DaYe,169.73,43601210,NotImp
6,XinJiang DaYe,169.73,43601398,NotImp
6,XinJiang DaYe,169.73,43709016,NotImp
6,XinJiang DaYe,171.09,52185959,NotImp
6,XinJiang DaYe,171.09,52228681,NotImp
6,XinJiang DaYe,171.09,52228789,NotImp
6,XinJiang DaYe,171.1,52228802,NotImp
6,XinJiang DaYe,173.91,55436466,NotImp
6,XinJiang DaYe,173.91,55440516,NotImp
6,XinJiang DaYe,173.92,55920206,NotImp
6,XinJiang DaYe,173.92,56825133,NotImp
6,XinJiang DaYe,173.92,58142359,NotImp
6,XinJiang DaYe,174.21,59674806,NotImp
6,XinJiang DaYe,175.63,61922317,NotImp
6,XinJiang DaYe,175.63,62044546,NotImp
6,XinJiang DaYe,175.63,62936027,NotImp
6,XinJiang DaYe,175.64,62979445,NotImp
6,XinJiang DaYe,175.64,62979485,NotImp
6,XinJiang DaYe,177.55,63720283,NotImp
6,XinJiang DaYe,178.46,63722030,NotImp
6,XinJiang DaYe,178.53,64274212,NotImp
6,XinJiang DaYe,178.53,64387943,NotImp
6,XinJiang DaYe,178.53,64387953,NotImp
6,XinJiang DaYe,178.53,64460994,NotImp
6,XinJiang DaYe,178.54,64461002,NotImp
6,XinJiang DaYe,178.54,64461014,NotImp
6,XinJiang DaYe,178.54,64461023,NotImp
6,XinJiang DaYe,183.38,64964908,NotImp
6,XinJiang DaYe,183.39,65167254,NotImp
6,XinJiang DaYe,184.77,65167416,NotImp
6,XinJiang DaYe,191.07,65167448,NotImp
6,XinJiang DaYe,191.83,65167450,NotImp
6,XinJiang DaYe,191.83,65167451,NotImp
6,XinJiang DaYe,191.83,65167501,NotImp
6,XinJiang DaYe,200.97,68848554,NotImp
6,XinJiang DaYe,200.98,68848572,NotImp
6,XinJiang DaYe,200.98,68848583,NotImp
6,XinJiang DaYe,201.5,68914232,NotImp
6,XinJiang DaYe,212.49,68914267,NotImp
6,XinJiang DaYe,212.57,69330884,NotImp
6,XinJiang DaYe,214.22,72098613,NotImp
6,XinJiang DaYe,214.23,72151980,NotImp
6,XinJiang DaYe,214.23,72246423,NotImp
6,XinJiang DaYe,214.23,72437271,NotImp
6,XinJiang DaYe,214.23,72437361,NotImp
6,XinJiang DaYe,214.23,72467032,NotImp
6,XinJiang DaYe,214.23,72798840,NotImp
6,XinJiang DaYe,215.31,72798872,NotImp
6,XinJiang DaYe,215.74,72890241,NotImp
6,XinJiang DaYe,215.74,72890284,NotImp
6,XinJiang DaYe,215.74,72993669,NotImp
6,XinJiang DaYe,215.74,72993671,NotImp
6,XinJiang DaYe,216.18,72993698,NotImp
6,XinJiang DaYe,216.18,72993716,NotImp
6,XinJiang DaYe,216.18,72993718,NotImp
6,XinJiang DaYe,217.47,73847541,NotImp
6,XinJiang DaYe,217.63,73847611,NotImp
6,XinJiang DaYe,217.63,73847623,NotImp
6,XinJiang DaYe,217.71,74152606,NotImp
6,XinJiang DaYe,218.3,74301434,NotImp
6,XinJiang DaYe,218.3,74301524,NotImp
6,XinJiang DaYe,218.3,74476673,NotImp
6,XinJiang DaYe,218.3,74476676,NotImp
6,XinJiang DaYe,218.31,74476684,NotImp
6,XinJiang DaYe,218.31,74476689,NotImp
6,XinJiang DaYe,218.58,74476696,NotImp
6,XinJiang DaYe,218.58,74476717,NotImp
6,XinJiang DaYe,218.58,74476718,NotImp
6,XinJiang DaYe,219.63,74750936,NotImp
6,XinJiang DaYe,219.66,75134665,NotImp
6,XinJiang DaYe,219.93,75134681,NotImp
6,XinJiang DaYe,219.93,75370286,NotImp
6,XinJiang DaYe,220.63,76243655,NotImp
6,XinJiang DaYe,220.63,76243733,NotImp
6,XinJiang DaYe,220.63,76485354,NotImp
6,XinJiang DaYe,220.63,76485514,NotImp
6,XinJiang DaYe,220.64,77218852,NotImp
6,XinJiang DaYe,224.03,77934489,NotImp
6,XinJiang DaYe,224.03,77934548,NotImp
6,XinJiang DaYe,224.03,78160075,NotImp
6,XinJiang DaYe,224.03,78300141,NotImp
6,XinJiang DaYe,224.03,78300169,NotImp
6,XinJiang DaYe,224.03,79345631,NotImp
6,XinJiang DaYe,224.03,79369264,NotImp
6,XinJiang DaYe,224.04,79470003,NotImp
6,XinJiang DaYe,229.29,79639908,NotImp
6,XinJiang DaYe,229.29,79824899,NotImp
7,XinJiang DaYe,0,388496,NotImp
7,XinJiang DaYe,5.08,388530,NotImp
7,XinJiang DaYe,5.08,388548,NotImp
7,XinJiang DaYe,5.08,388637,NotImp
7,XinJiang DaYe,5.08,388656,NotImp
7,XinJiang DaYe,5.08,390206,NotImp
7,XinJiang DaYe,5.08,390353,NotImp
7,XinJiang DaYe,5.08,476846,NotImp
7,XinJiang DaYe,5.09,610714,NotImp
7,XinJiang DaYe,5.09,610728,NotImp
7,XinJiang DaYe,5.09,759527,NotImp
7,XinJiang DaYe,5.09,802920,NotImp
7,XinJiang DaYe,5.09,814405,NotImp
7,XinJiang DaYe,5.09,892226,NotImp
7,XinJiang DaYe,5.09,892232,NotImp
7,XinJiang DaYe,5.09,1144438,NotImp
7,XinJiang DaYe,5.09,1144499,NotImp
7,XinJiang DaYe,5.09,1329180,NotImp
7,XinJiang DaYe,5.35,1342636,NotImp
7,XinJiang DaYe,5.66,1501910,NotImp
7,XinJiang DaYe,5.66,1501925,NotImp
7,XinJiang DaYe,5.81,1550052,NotImp
7,XinJiang DaYe,5.91,1553420,NotImp
7,XinJiang DaYe,5.93,1785446,NotImp
7,XinJiang DaYe,5.93,1797060,NotImp
7,XinJiang DaYe,5.93,1920713,NotImp
7,XinJiang DaYe,5.93,1928221,NotImp
7,XinJiang DaYe,6.04,2054790,NotImp
7,XinJiang DaYe,6.75,2135620,NotImp
7,XinJiang DaYe,6.75,2138346,NotImp
7,XinJiang DaYe,6.75,2138501,NotImp
7,XinJiang DaYe,6.76,2138706,NotImp
7,XinJiang DaYe,6.76,2138718,NotImp
7,XinJiang DaYe,14.06,2328479,NotImp
7,XinJiang DaYe,25.48,2370047,NotImp
7,XinJiang DaYe,25.48,2370056,NotImp
7,XinJiang DaYe,25.48,2447343,NotImp
7,XinJiang DaYe,26.26,2629907,NotImp
7,XinJiang DaYe,26.26,2629954,NotImp
7,XinJiang DaYe,26.26,2682906,NotImp
7,XinJiang DaYe,28.69,3055943,NotImp
7,XinJiang DaYe,28.69,3121795,NotImp
7,XinJiang DaYe,28.69,3688475,NotImp
7,XinJiang DaYe,39.74,3688587,NotImp
7,XinJiang DaYe,39.74,3688645,NotImp
7,XinJiang DaYe,46.14,3703846,NotImp
7,XinJiang DaYe,46.15,3704914,NotImp
7,XinJiang DaYe,46.15,4429392,NotImp
7,XinJiang DaYe,46.15,4429396,NotImp
7,XinJiang DaYe,46.15,4429404,NotImp
7,XinJiang DaYe,46.15,4478743,NotImp
7,XinJiang DaYe,46.15,4535400,NotImp
7,XinJiang DaYe,46.15,5079641,NotImp
7,XinJiang DaYe,46.15,6224942,NotImp
7,XinJiang DaYe,46.15,6236461,NotImp
7,XinJiang DaYe,46.39,6298495,NotImp
7,XinJiang DaYe,67.63,6407086,NotImp
7,XinJiang DaYe,67.63,6407145,NotImp
7,XinJiang DaYe,73.69,6492226,NotImp
7,XinJiang DaYe,73.69,6673672,NotImp
7,XinJiang DaYe,73.69,6763498,NotImp
7,XinJiang DaYe,73.69,7000502,NotImp
7,XinJiang DaYe,73.69,7104057,NotImp
7,XinJiang DaYe,73.69,7104117,NotImp
7,XinJiang DaYe,73.77,7105385,NotImp
7,XinJiang DaYe,73.78,8947621,NotImp
7,XinJiang DaYe,73.78,9554391,NotImp
7,XinJiang DaYe,73.78,9554449,NotImp
7,XinJiang DaYe,73.78,9756779,NotImp
7,XinJiang DaYe,74.53,9916728,NotImp
7,XinJiang DaYe,74.53,10061264,NotImp
7,XinJiang DaYe,74.53,10769724,NotImp
7,XinJiang DaYe,74.53,10769840,NotImp
7,XinJiang DaYe,74.53,10769858,NotImp
7,XinJiang DaYe,74.53,10769885,NotImp
7,XinJiang DaYe,74.53,10947133,NotImp
7,XinJiang DaYe,74.54,11202213,NotImp
7,XinJiang DaYe,74.54,11210098,NotImp
7,XinJiang DaYe,74.54,11278764,NotImp
7,XinJiang DaYe,74.54,11278936,NotImp
7,XinJiang DaYe,74.54,11462940,NotImp
7,XinJiang DaYe,74.54,11472459,NotImp
7,XinJiang DaYe,74.54,11549375,NotImp
7,XinJiang DaYe,74.54,12366472,NotImp
7,XinJiang DaYe,74.54,12367981,NotImp
7,XinJiang DaYe,74.54,12368002,NotImp
7,XinJiang DaYe,74.55,12728786,NotImp
7,XinJiang DaYe,85.86,12791777,NotImp
7,XinJiang DaYe,85.86,12791803,NotImp
7,XinJiang DaYe,85.86,12791806,NotImp
7,XinJiang DaYe,93.74,12794636,NotImp
7,XinJiang DaYe,93.74,12794658,NotImp
7,XinJiang DaYe,93.74,12794669,NotImp
7,XinJiang DaYe,93.75,12794680,NotImp
7,XinJiang DaYe,93.75,13031442,NotImp
7,XinJiang DaYe,105.6,13041917,NotImp
7,XinJiang DaYe,105.6,13042054,NotImp
7,XinJiang DaYe,105.6,13187186,NotImp
7,XinJiang DaYe,105.6,13409038,NotImp
7,XinJiang DaYe,105.6,13629662,NotImp
7,XinJiang DaYe,105.6,14179364,NotImp
7,XinJiang DaYe,105.6,14436011,NotImp
7,XinJiang DaYe,109.57,14436017,NotImp
7,XinJiang DaYe,116.11,14687228,NotImp
7,XinJiang DaYe,116.11,14691576,NotImp
7,XinJiang DaYe,116.11,15181085,NotImp
7,XinJiang DaYe,116.11,15224801,NotImp
7,XinJiang DaYe,117.31,15368990,NotImp
7,XinJiang DaYe,117.31,15369191,NotImp
7,XinJiang DaYe,117.31,15369213,NotImp
7,XinJiang DaYe,117.31,15400509,NotImp
7,XinJiang DaYe,117.31,16146657,NotImp
7,XinJiang DaYe,117.32,16148232,NotImp
7,XinJiang DaYe,117.32,16456178,NotImp
7,XinJiang DaYe,117.32,16470278,NotImp
7,XinJiang DaYe,118.03,16565088,NotImp
7,XinJiang DaYe,118.03,16565143,NotImp
7,XinJiang DaYe,118.03,16625108,NotImp
7,XinJiang DaYe,119.62,16625155,NotImp
7,XinJiang DaYe,119.62,16625178,NotImp
7,XinJiang DaYe,119.62,16625184,NotImp
7,XinJiang DaYe,127.12,16625242,NotImp
7,XinJiang DaYe,127.12,16625245,NotImp
7,XinJiang DaYe,127.12,16625254,NotImp
7,XinJiang DaYe,130.29,16650570,NotImp
7,XinJiang DaYe,130.63,16650624,NotImp
7,XinJiang DaYe,131.5,17259521,NotImp
7,XinJiang DaYe,131.5,17714156,NotImp
7,XinJiang DaYe,143.92,17714162,NotImp
7,XinJiang DaYe,145.36,17735220,NotImp
7,XinJiang DaYe,145.36,18041464,NotImp
7,XinJiang DaYe,153.8,18442312,NotImp
7,XinJiang DaYe,153.8,18707605,NotImp
7,XinJiang DaYe,153.8,19541918,NotImp
7,XinJiang DaYe,153.81,19901952,NotImp
7,XinJiang DaYe,153.81,19911472,NotImp
7,XinJiang DaYe,153.81,20949866,NotImp
7,XinJiang DaYe,153.81,21096240,NotImp
7,XinJiang DaYe,153.81,22140746,NotImp
7,XinJiang DaYe,153.81,22466804,NotImp
7,XinJiang DaYe,155.48,22467047,NotImp
7,XinJiang DaYe,155.48,22830653,NotImp
7,XinJiang DaYe,157.13,22830998,NotImp
7,XinJiang DaYe,157.2,23410679,NotImp
7,XinJiang DaYe,157.2,23999548,NotImp
7,XinJiang DaYe,157.2,24014795,NotImp
7,XinJiang DaYe,157.2,24014847,NotImp
7,XinJiang DaYe,157.2,24015023,NotImp
7,XinJiang DaYe,157.2,24036480,NotImp
7,XinJiang DaYe,157.2,24095301,NotImp
7,XinJiang DaYe,157.21,24113638,NotImp
7,XinJiang DaYe,157.21,24179957,NotImp
7,XinJiang DaYe,157.37,24180159,NotImp
7,XinJiang DaYe,157.37,24180173,NotImp
7,XinJiang DaYe,157.37,24180205,NotImp
7,XinJiang DaYe,157.38,24180223,NotImp
7,XinJiang DaYe,157.38,25558793,NotImp
7,XinJiang DaYe,157.38,25559627,NotImp
7,XinJiang DaYe,160.28,25726755,NotImp
7,XinJiang DaYe,160.28,26128807,NotImp
7,XinJiang DaYe,160.28,26564609,NotImp
7,XinJiang DaYe,160.52,27852032,NotImp
7,XinJiang DaYe,160.52,27965694,NotImp
7,XinJiang DaYe,160.52,28685250,NotImp
7,XinJiang DaYe,160.52,28685256,NotImp
7,XinJiang DaYe,160.52,28685505,NotImp
7,XinJiang DaYe,160.52,28875200,NotImp
7,XinJiang DaYe,166.15,29850588,NotImp
7,XinJiang DaYe,166.15,30021354,NotImp
7,XinJiang DaYe,166.15,31720600,NotImp
7,XinJiang DaYe,166.15,31720731,NotImp
7,XinJiang DaYe,166.16,32424120,NotImp
7,XinJiang DaYe,166.16,32499033,NotImp
7,XinJiang DaYe,166.94,32536222,NotImp
7,XinJiang DaYe,166.94,32536357,NotImp
7,XinJiang DaYe,197.21,33519727,NotImp
7,XinJiang DaYe,197.21,33531330,NotImp
7,XinJiang DaYe,197.56,33531377,NotImp
7,XinJiang DaYe,203.27,34100969,NotImp
7,XinJiang DaYe,203.27,35349059,NotImp
7,XinJiang DaYe,203.98,35387755,NotImp
7,XinJiang DaYe,203.99,35423546,NotImp
7,XinJiang DaYe,203.99,35423608,NotImp
7,XinJiang DaYe,232.25,35423878,NotImp
7,XinJiang DaYe,235.51,35453285,NotImp
7,XinJiang DaYe,235.52,35453415,NotImp
7,XinJiang DaYe,236.03,36315571,NotImp
7,XinJiang DaYe,236.03,36457983,NotImp
7,XinJiang DaYe,237.58,36511373,NotImp
7,XinJiang DaYe,237.58,37254804,NotImp
7,XinJiang DaYe,237.58,37731765,NotImp
7,XinJiang DaYe,237.58,37821581,NotImp
7,XinJiang DaYe,237.59,37821618,NotImp
7,XinJiang DaYe,237.59,37823790,NotImp
7,XinJiang DaYe,237.71,37823848,NotImp
7,XinJiang DaYe,237.71,37823949,NotImp
7,XinJiang DaYe,237.72,38410809,NotImp
7,XinJiang DaYe,238.66,38930906,NotImp
7,XinJiang DaYe,238.92,38930926,NotImp
7,XinJiang DaYe,238.93,38930934,NotImp
7,XinJiang DaYe,238.93,38930961,NotImp
7,XinJiang DaYe,238.93,38935456,NotImp
7,XinJiang DaYe,245.93,39206369,NotImp
7,XinJiang DaYe,245.93,39206381,NotImp
7,XinJiang DaYe,245.93,39206402,NotImp
7,XinJiang DaYe,249.45,40496562,NotImp
7,XinJiang DaYe,249.45,40547971,NotImp
7,XinJiang DaYe,249.85,41126013,NotImp
7,XinJiang DaYe,250.61,42021217,NotImp
7,XinJiang DaYe,250.61,42024673,NotImp
7,XinJiang DaYe,252.92,42107294,NotImp
7,XinJiang DaYe,254.94,42123125,NotImp
7,XinJiang DaYe,254.94,42203246,NotImp
7,XinJiang DaYe,255.78,42781978,NotImp
7,XinJiang DaYe,256.64,43211885,NotImp
7,XinJiang DaYe,256.64,43269164,NotImp
7,XinJiang DaYe,256.64,43281998,NotImp
7,XinJiang DaYe,257.34,44000807,NotImp
7,XinJiang DaYe,257.34,44000863,NotImp
7,XinJiang DaYe,257.34,44001694,NotImp
7,XinJiang DaYe,257.47,44006750,NotImp
7,XinJiang DaYe,257.55,44006789,NotImp
7,XinJiang DaYe,257.55,45483427,NotImp
7,XinJiang DaYe,257.55,45527496,NotImp
7,XinJiang DaYe,257.55,45527524,NotImp
7,XinJiang DaYe,258.54,45527640,NotImp
7,XinJiang DaYe,258.54,45567873,NotImp
7,XinJiang DaYe,260.5,45567895,NotImp
7,XinJiang DaYe,260.5,45567896,NotImp
7,XinJiang DaYe,260.5,45749286,NotImp
7,XinJiang DaYe,260.5,45749291,NotImp
7,XinJiang DaYe,260.5,45749292,NotImp
7,XinJiang DaYe,261.39,45757988,NotImp
7,XinJiang DaYe,262.89,47635522,NotImp
7,XinJiang DaYe,262.89,47816563,NotImp
7,XinJiang DaYe,262.89,47839741,NotImp
7,XinJiang DaYe,263.73,48639125,NotImp
7,XinJiang DaYe,263.73,48639162,NotImp
7,XinJiang DaYe,263.74,48893954,NotImp
7,XinJiang DaYe,263.74,48894005,NotImp
7,XinJiang DaYe,263.74,48894719,NotImp
7,XinJiang DaYe,264.25,49087743,NotImp
7,XinJiang DaYe,264.25,49100746,NotImp
7,XinJiang DaYe,264.93,49100765,NotImp
7,XinJiang DaYe,266.1,49362306,NotImp
7,XinJiang DaYe,266.74,50495404,NotImp
7,XinJiang DaYe,266.74,50813786,NotImp
7,XinJiang DaYe,266.74,50813834,NotImp
7,XinJiang DaYe,266.75,50813855,NotImp
7,XinJiang DaYe,267.71,50885759,NotImp
7,XinJiang DaYe,267.71,51674915,NotImp
7,XinJiang DaYe,267.71,52409525,NotImp
7,XinJiang DaYe,268.23,52538301,NotImp
7,XinJiang DaYe,269.38,53487066,NotImp
7,XinJiang DaYe,269.38,53555279,NotImp
7,XinJiang DaYe,269.38,53830072,NotImp
7,XinJiang DaYe,269.39,55241047,NotImp
7,XinJiang DaYe,269.39,55590976,NotImp
7,XinJiang DaYe,270.85,56657431,NotImp
7,XinJiang DaYe,270.85,56862642,NotImp
7,XinJiang DaYe,270.85,56862645,NotImp
7,XinJiang DaYe,270.86,56862660,NotImp
7,XinJiang DaYe,270.86,56862663,NotImp
7,XinJiang DaYe,270.86,57264429,NotImp
7,XinJiang DaYe,270.86,57264443,NotImp
7,XinJiang DaYe,271.18,57264444,NotImp
7,XinJiang DaYe,271.18,57264481,NotImp
7,XinJiang DaYe,271.18,57264612,NotImp
7,XinJiang DaYe,271.18,57358890,NotImp
7,XinJiang DaYe,271.32,58785564,NotImp
7,XinJiang DaYe,271.32,58785828,NotImp
7,XinJiang DaYe,272.44,59216986,NotImp
7,XinJiang DaYe,272.44,59632642,NotImp
7,XinJiang DaYe,272.44,59632688,NotImp
7,XinJiang DaYe,272.45,59632692,NotImp
7,XinJiang DaYe,272.58,59632813,NotImp
7,XinJiang DaYe,272.58,59632815,NotImp
7,XinJiang DaYe,272.58,59632822,NotImp
7,XinJiang DaYe,272.58,59723695,NotImp
7,XinJiang DaYe,272.58,59761750,NotImp
7,XinJiang DaYe,272.58,59862929,NotImp
7,XinJiang DaYe,272.58,59862978,NotImp
7,XinJiang DaYe,272.58,59863037,NotImp
7,XinJiang DaYe,272.95,60540990,NotImp
7,XinJiang DaYe,272.95,60541041,NotImp
7,XinJiang DaYe,272.95,60541044,NotImp
7,XinJiang DaYe,272.96,60541171,NotImp
7,XinJiang DaYe,272.96,60541186,NotImp
7,XinJiang DaYe,272.96,60541203,NotImp
